base_slug,variant_slugs,name,types,sets,legal_heroes,legal_formats,keywords,implemented_by_registry,implemented_by_manual_trigger,has_functional_text,parseable_by_text_parser,in_generated_decks,priority_tier,priority_score,implementation_bucket
captain_of_the_guard,captain_of_the_guard_blue,Captain of the Guard,Action,MasteryPackGuardian,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
celestial_resolve,celestial_resolve_blue|celestial_resolve_red|celestial_resolve_yellow,Celestial Resolve,Instant,DuskTillDawn,Prism,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
challenge_the_alpha,challenge_the_alpha_yellow,Challenge the Alpha,Action,SuperSlam,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
chorus_of_the_amphitheater,chorus_of_the_amphitheater_blue|chorus_of_the_amphitheater_red|chorus_of_the_amphitheater_yellow,Chorus of the Amphitheater,Action,Rosetta,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
cloud_city_steamboat,cloud_city_steamboat_blue|cloud_city_steamboat_red|cloud_city_steamboat_yellow,Cloud City Steamboat,Action,HighSeas,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
cog_in_the_machine,cog_in_the_machine_red,Cog in the Machine,Action,HighSeas,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
cogwerx_workshop,cogwerx_workshop_blue,Cogwerx Workshop,Action,HighSeas,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
cogwerx_zeppelin,cogwerx_zeppelin_blue|cogwerx_zeppelin_red|cogwerx_zeppelin_yellow,Cogwerx Zeppelin,Action,HighSeas,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
concuss,concuss_blue|concuss_red|concuss_yellow,Concuss,Action,FirstStrikeTerra|BetsyBlitzDeck|HeavyHitters|VictorBlitzDeck,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
consuming_volition,consuming_volition_blue|consuming_volition_red|consuming_volition_yellow,Consuming Volition,Action,ChaneBlitzDeck|CrucibleOfWar|Rosetta,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
crash_and_bash,crash_and_bash_blue|crash_and_bash_red|crash_and_bash_yellow,Crash and Bash,Block,BravoSilverAgeDeck|MasteryPackGuardian,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
crash_down,crash_down_red|crash_down_yellow,Crash Down,Action,BravoDemoDeck|RoundTheTable,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
cromai,cromai,Cromai,,Uprising,Dromai,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
crown_of_seeds,crown_of_seeds,Crown of Seeds,Equipment,Promos|TalesOfAria,Briar|Florian|Jarl|Oldhim|Starvo|Taylor|Terra|Verdance,Blitz|Draft|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
cut_down_to_size,cut_down_to_size_blue|cut_down_to_size_red|cut_down_to_size_yellow,Cut Down to Size,Action,Outsiders|UzuriBlitzDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
dampen,dampen_blue|dampen_red|dampen_yellow,Dampen,Action,Uprising,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
darling_of_the_crowd,darling_of_the_crowd_yellow,Darling of the Crowd,Block,SuperSlam,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
deathly_duet,deathly_duet_blue|deathly_duet_red|deathly_duet_yellow,Deathly Duet,Action,Dynasty,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
defender_of_daybreak,defender_of_daybreak_blue|defender_of_daybreak_red|defender_of_daybreak_yellow,Defender of Daybreak,Action,DuskTillDawn,Boltyn|Librarian|Prism|Theryon,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
deny_redemption,deny_redemption_red,Deny Redemption,Action,HighSeas,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
descend_into_madness,descend_into_madness_blue,Descend into Madness,AttackReaction,CompendiumOfRathe,Crackni|Slippy,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
destructive_deliberation,destructive_deliberation_blue|destructive_deliberation_red|destructive_deliberation_yellow,Destructive Deliberation,Action,Outsiders|UzuriBlitzDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
diced,diced_blue|diced_red|diced_yellow,Diced,AttackReaction,TheHunted,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
disarm,disarm_yellow,Disarm,Action,SuperSlam,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
disdainful_delight,disdainful_delight_yellow,Disdainful Delight,Block,SuperSlam,Lyath|RKO,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
disembody,disembody_red,Disembody,Action,SuperSlam,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
disperse,disperse_blue,Disperse,Action,SuperSlam,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
distant_rumbling,distant_rumbling_blue|distant_rumbling_red|distant_rumbling_yellow,Distant Rumbling,Action,CompendiumOfRathe,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
dragon_power,dragon_power_blue|dragon_power_red|dragon_power_yellow,Dragon Power,Action,TheHunted,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
drawn_to_the_dark_dimension,drawn_to_the_dark_dimension_blue|drawn_to_the_dark_dimension_red|drawn_to_the_dark_dimension_yellow,Drawn to the Dark Dimension,Action,ArcaneRising|ArmoryDeckLegendsViserai,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
dread_scythe,dread_scythe,Dread Scythe,Weapon,Monarch|Promos,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
dread_triptych,dread_triptych_blue,Dread Triptych,Action,CrucibleOfWar|HistoryPack1,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
droplet,droplet_blue,Droplet,Action,PartTheMistveil,Enigma|Nuu|Zen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
dynastic_dedication,dynastic_dedication_red,Dynastic Dedication,AttackReaction,FangBlitzDeck|TheHunted,Emperor|Fang,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
earth_form,earth_form_blue|earth_form_red|earth_form_yellow,Earth Form,Action,ArmoryDeckOriginsJarl|Promos|Rosetta,Briar|Florian|Jarl|Oldhim|Starvo|Terra|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
earthlore_empowerment,earthlore_empowerment_red|earthlore_empowerment_yellow,Earthlore Empowerment,Action,RoundTheTable,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
eclipse_existence,eclipse_existence_blue,Eclipse Existence,Instant,Monarch|Promos,Chane|Levia|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
electrostatic_discharge,electrostatic_discharge_blue|electrostatic_discharge_red|electrostatic_discharge_yellow,Electrostatic Discharge,Instant,ArmoryDeckAurora|AuroraBlitzDeck|OscilioBlitzDeck|Promos|Rosetta,Aurora|Aurora2|Briar|Broscilio|Lexi|Oscilio|Starvo|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
emissary_of_moon,emissary_of_moon_red,Emissary of Moon,Action,PartTheMistveil|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
emissary_of_tides,emissary_of_tides_red,Emissary of Tides,Action,PartTheMistveil|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
empowering_ruckus,empowering_ruckus_yellow,Empowering Ruckus,Action,SuperSlam,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
endear_devotion,endear_devotion_red,Endear Devotion,AttackReaction,FangBlitzDeck|GEM|TheHunted,Emperor|Fang,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
energetic_impact,energetic_impact_blue,Energetic Impact,Action,GEM|SuperSlam,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
enigma,enigma,Enigma,Hero,EnigmaBlitzDeck|EnigmaSilverAgeDeck|PartTheMistveil,Enigma,Blitz|Clash|Draft|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
enigma_ledger_of_ancestry,enigma_ledger_of_ancestry,"Enigma, Ledger of Ancestry",Hero,PartTheMistveil|Promos,Enigma,LivingLegend|Open,,False,False,True,True,False,P1,70,template_expandable
escalate_bloodshed,escalate_bloodshed_red,Escalate Bloodshed,Instant,HighSeas,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fabricate,fabricate_red,Fabricate,Instant,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fatal_engagement,fatal_engagement_blue|fatal_engagement_red|fatal_engagement_yellow,Fatal Engagement,AttackReaction,HeavyHitters|OlympiaBlitzDeck,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fearless_confrontation,fearless_confrontation_blue,Fearless Confrontation,Action,MasteryPackGuardian,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
feisty_locals,feisty_locals_blue|feisty_locals_red|feisty_locals_yellow,Feisty Locals,Action,BenjiBlitzDeck|Outsiders|SuperSlam,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fertile_ground,fertile_ground_blue|fertile_ground_red|fertile_ground_yellow,Fertile Ground,Instant,Rosetta|VerdanceBlitzDeck,Briar|Florian|Jarl|Oldhim|Starvo|Terra|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fight_dirty,fight_dirty_red,Fight Dirty,Action,SuperSlam,Lyath|RKO,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fight_fair,fight_fair_red,Fight Fair,Action,SuperSlam,Pleiades|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
flex_strength,flex_strength_blue|flex_strength_red|flex_strength_yellow,Flex Strength,Action,SuperSlam,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
flock_of_the_feather_walkers,flock_of_the_feather_walkers_blue|flock_of_the_feather_walkers_red|flock_of_the_feather_walkers_yellow,Flock of the Feather Walkers,Action,ClassicBattlesRhinarDorinthea|HistoryPack1|WelcomeToRathe,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
flowing_stormstrike,flowing_stormstrike_red,Flowing Stormstrike,Action,OmensOfTheThirdAge|Promos,Aurora|Aurora2|Briar|Broscilio|Lexi|Oscilio|Starvo|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
flurry_foot_dance,flurry_foot_dance_yellow,Flurry Foot Dance,DefenseReaction,ArmoryDeckOriginsHala,Boltyn|Dorinthea|Fang|Hala|Kassai|Olympia,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fog_down,fog_down_yellow,Fog Down,Action,Uprising,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
for_the_dracai,for_the_dracai_red,For the Dracai,Action,FangBlitzDeck|Promos|TheHunted,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
for_the_emperor,for_the_emperor_red,For the Emperor,Action,Promos|TheHunted,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
for_the_realm,for_the_realm_red,For the Realm,Action,Promos|TheHunted,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
frailty_trap,frailty_trap_red,Frailty Trap,DefenseReaction,ArakniSilverAgeDeck|Outsiders|RiptideBlitzDeck,Arakni|Azalea|Crackni|Lexi|Marlynn|Nuu|Riptide|Slippy|Uzuri,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
frost_spike,frost_spike_blue,Frost Spike,Instant,CompendiumOfRathe|GEM|IyslanderSilverAgeDeck,Iyslander,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
frosting,frosting_blue|frosting_red|frosting_yellow,Frosting,Action,Uprising,Iyslander,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fruits_of_the_forest,fruits_of_the_forest_blue|fruits_of_the_forest_red|fruits_of_the_forest_yellow,Fruits of the Forest,Action,FlorianBlitzDeck|Promos|Rosetta|VerdanceBlitzDeck,Briar|Florian|Jarl|Oldhim|Starvo|Terra|Verdance,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
fuel_injector,fuel_injector_blue,Fuel Injector,Action,BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,True,False,P1,70,template_expandable
